0	-19.62	0	9.8	0.5	0.5	0.5	1
50	-19.62	0	9.8	0.5	0.5	0.5	1
100	-19.62	0	9.8	0.5	0.5	0.5	1
150	-19.62	0	9.8	0.5	0.5	0.5	1
200	-19.62	0	9.8	0.5	0.5	0.5	1
250	-19.62	0	9.8	0.5	0.5	0.5	1
300	-19.62	0	9.8	0.5	0.5	0.5	1
350	-19.62	0	9.8	0.5	0.5	0.5	1
400	-19.62	0	9.8	0.5	0.5	0.5	1
450	-19.62	0	9.8	0.5	0.5	0.5	1
500	-19.62	0	9.8	0.5	0.5	0.5	1
550	-19.62	0	9.8	0.5	0.5	0.5	1
600	-19.62	0	9.8	0.5	0.5	0.5	1
650	-19.62	0	9.8	0.5	0.5	0.5	1
700	-19.62	0	9.8	0.5	0.5	0.5	1
750	-19.62	0	9.8	0.5	0.5	0.5	1
800	-19.62	0	9.8	0.5	0.5	0.5	1
850	-19.62	0	9.8	0.5	0.5	0.5	1
900	-19.62	0	9.8	0.5	0.5	0.5	1
950	-19.62	0	9.8	0.5	0.5	0.5	1
1000	-19.62	0	9.8	0.5	0.5	0.5	1
1050	-19.62	0	9.8	0.5	0.5	0.5	1
1100	-19.62	0	9.8	0.5	0.5	0.5	1
1150	-19.62	0	9.8	0.5	0.5	0.5	1
1200	-19.62	0	9.8	0.5	0.5	0.5	1
1250	-19.62	0	9.8	0.5	0.5	0.5	1
1300	-19.62	0	9.8	0.5	0.5	0.5	1
1350	-19.62	0	9.8	0.5	0.5	0.5	1
1400	-19.62	0	9.8	0.5	0.5	0.5	1
1450	-19.62	0	9.8	0.5	0.5	0.5	1
1500	-19.62	0	9.8	0.5	0.5	0.5	1
1550	-19.62	0	9.8	0.5	0.5	0.5	1
1600	-19.62	0	9.8	0.5	0.5	0.5	1
1650	-19.62	0	9.8	0.5	0.5	0.5	1
1700	-19.62	0	9.8	0.5	0.5	0.5	1
1750	-19.62	0	9.8	0.5	0.5	0.5	1
1800	-19.62	0	9.8	0.5	0.5	0.5	1
1850	-19.62	0	9.8	0.5	0.5	0.5	1
1900	-19.62	0	9.8	0.5	0.5	0.5	1
1950	-19.62	0	9.8	0.5	0.5	0.5	1
2000	-19.62	0	9.8	0.5	0.5	0.5	1
2050	-19.62	0	9.8	0.5	0.5	0.5	1
2100	-19.62	0	9.8	0.5	0.5	0.5	1
2150	-19.62	0	9.8	0.5	0.5	0.5	1
2200	-19.62	0	9.8	0.5	0.5	0.5	1
2250	-19.62	0	9.8	0.5	0.5	0.5	1
2300	-19.62	0	9.8	0.5	0.5	0.5	1
2350	-19.62	0	9.8	0.5	0.5	0.5	1
2400	-19.62	0	9.8	0.5	0.5	0.5	1
2450	-19.62	0	9.8	0.5	0.5	0.5	1
2500	-19.62	0	9.8	0.5	0.5	0.5	1
2550	-19.62	0	9.8	0.5	0.5	0.5	1
2600	-19.62	0	9.8	0.5	0.5	0.5	1
2650	-19.62	0	9.8	0.5	0.5	0.5	1
2700	-19.62	0	9.8	0.5	0.5	0.5	1
2750	-19.62	0	9.8	0.5	0.5	0.5	1
2800	-19.62	0	9.8	0.5	0.5	0.5	1
2850	-19.62	0	9.8	0.5	0.5	0.5	1
2900	-19.62	0	9.8	0.5	0.5	0.5	1
2950	-19.62	0	9.8	0.5	0.5	0.5	1
3000	-19.62	0	9.8	0.5	0.5	0.5	1
3050	-19.62	0	9.8	0.5	0.5	0.5	1
3100	-19.62	0	9.8	0.5	0.5	0.5	1
3150	-19.62	0	9.8	0.5	0.5	0.5	1
3200	-19.62	0	9.8	0.5	0.5	0.5	1
3250	-19.62	0	9.8	0.5	0.5	0.5	1
3300	-19.62	0	9.8	0.5	0.5	0.5	1
3350	-19.62	0	9.8	0.5	0.5	0.5	1
3400	-19.62	0	9.8	0.5	0.5	0.5	1
3450	-19.62	0	9.8	0.5	0.5	0.5	1
3500	-19.62	0	9.8	0.5	0.5	0.5	1
3550	-19.62	0	9.8	0.5	0.5	0.5	1
3600	-19.62	0	9.8	0.5	0.5	0.5	1
3650	-19.62	0	9.8	0.5	0.5	0.5	1
3700	-19.62	0	9.8	0.5	0.5	0.5	1
3750	-19.62	0	9.8	0.5	0.5	0.5	1
3800	-19.62	0	9.8	0.5	0.5	0.5	1
