0	0	0	0	9.8	0.3	0.3	0.3	1
0.05	50	10.096666	0	9.8	0.3	0.3	0.3	1
0.1	100	11.215869	0	9.8	0.3	0.3	0.3	1
0.15	150	10.152381	0	9.8	0.3	0.3	0.3	1
0.2	200	9.222798	0	9.8	0.3	0.3	0.3	1
0.25	250	8.524759	0	9.8	0.3	0.3	0.3	1
0.3	300	8.00372	0	9.8	0.3	0.3	0.3	1
0.35	350	7.605158	0	9.8	0.3	0.3	0.3	1
0.4	400	7.291612	0	9.8	0.3	0.3	0.3	1
0.45	450	7.038547	0	9.8	0.3	0.3	0.3	1
0.5	500	6.829701	0	9.8	0.3	0.3	0.3	1
0.55	550	6.65401	0	9.8	0.3	0.3	0.3	1
0.6	600	6.50374	0	9.8	0.3	0.3	0.3	1
0.65	650	6.373339	0	9.8	0.3	0.3	0.3	1
0.7	700	6.258733	0	9.8	0.3	0.3	0.3	1
0.75	750	6.156867	0	9.8	0.3	0.3	0.3	1
0.8	800	6.06541	0	9.8	0.3	0.3	0.3	1
0.85	850	5.982556	0	9.8	0.3	0.3	0.3	1
0.9	900	5.906884	0	9.8	0.3	0.3	0.3	1
0.95	950	5.837264	0	9.8	0.3	0.3	0.3	1
1	1000	5.772787	0	9.8	0.3	0.3	0.3	1
1.05	1050	5.712712	0	9.8	0.3	0.3	0.3	1
1.1	1100	5.656433	0	9.8	0.3	0.3	0.3	0
1.15	1150	5.60345	0	9.8	0.3	0.3	0.3	0
1.2	1200	5.553345	0	9.8	0.3	0.3	0.3	0
1.25	1250	5.505768	0	9.8	0.3	0.3	0.3	0
1.3	1300	5.460423	0	9.8	0.3	0.3	0.3	0
1.35	1350	5.417062	0	9.8	0.3	0.3	0.3	0
1.4	1400	5.37547	0	9.8	0.3	0.3	0.3	0
1.45	1450	5.335465	0	9.8	0.3	0.3	0.3	0
1.5	1500	5.29689	0	9.8	0.3	0.3	0.3	0
1.55	1550	5.259609	0	9.8	0.3	0.3	0.3	0
1.6	1600	5.223504	0	9.8	0.3	0.3	0.3	0
1.65	1650	5.188473	0	9.8	0.3	0.3	0.3	0
1.7	1700	5.154426	0	9.8	0.3	0.3	0.3	0
1.75	1750	5.121284	0	9.8	0.3	0.3	0.3	0
1.8	1800	5.08898	0	9.8	0.3	0.3	0.3	0
1.85	1850	5.05745	0	9.8	0.3	0.3	0.3	0
1.9	1900	5.026643	0	9.8	0.3	0.3	0.3	0
1.95	1950	4.996509	0	9.8	0.3	0.3	0.3	0
2	2000	4.967007	0	9.8	0.3	0.3	0.3	0
2.05	2050	4.938098	0	9.8	0.3	0.3	0.3	0
2.1	2100	4.909748	0	9.8	0.3	0.3	0.3	0
2.15	2150	4.881926	0	9.8	0.3	0.3	0.3	0
2.2	2200	4.854606	0	9.8	0.3	0.3	0.3	0
2.25	2250	4.827762	0	9.8	0.3	0.3	0.3	0
2.3	2300	4.801371	0	9.8	0.3	0.3	0.3	0
2.35	2350	4.775414	0	9.8	0.3	0.3	0.3	0
2.4	2400	4.767872	0	9.8	0.3	0.3	0.3	0
2.45	2450	4.772768	0	9.8	0.3	0.3	0.3	0
2.5	2500	4.776754	0	9.8	0.3	0.3	0.3	0
2.55	2550	4.779877	0	9.8	0.3	0.3	0.3	0
2.6	2600	4.782182	0	9.8	0.3	0.3	0.3	0
2.65	2650	4.783711	0	9.8	0.3	0.3	0.3	0
2.7	2700	4.784507	0	9.8	0.3	0.3	0.3	0
2.75	2750	4.784608	0	9.8	0.3	0.3	0.3	0
2.8	2800	4.784052	0	9.8	0.3	0.3	0.3	0
2.85	2850	4.782873	0	9.8	0.3	0.3	0.3	0
2.9	2900	4.781107	0	9.8	0.3	0.3	0.3	0
2.95	2950	4.778785	0	9.8	0.3	0.3	0.3	0
3	3000	4.775939	0	9.8	0.3	0.3	0.3	0
3.05	3050	4.772598	0	9.8	0.3	0.3	0.3	0
3.1	3100	4.768789	0	9.8	0.3	0.3	0.3	0
3.15	3150	4.76454	0	9.8	0.3	0.3	0.3	0
3.2	3200	4.759876	0	9.8	0.3	0.3	0.3	0
3.25	3250	4.754821	0	9.8	0.3	0.3	0.3	0
3.3	3300	4.749398	0	9.8	0.3	0.3	0.3	0
3.35	3350	4.743628	0	9.8	0.3	0.3	0.3	0
3.4	3400	4.737534	0	9.8	0.3	0.3	0.3	0
3.45	3450	4.731133	0	9.8	0.3	0.3	0.3	0
3.5	3500	4.724446	0	9.8	0.3	0.3	0.3	0
3.55	3550	4.717491	0	9.8	0.3	0.3	0.3	0
3.6	3600	4.710283	0	9.8	0.3	0.3	0.3	0
3.65	3650	4.702839	0	9.8	0.3	0.3	0.3	0
3.7	3700	4.695175	0	9.8	0.3	0.3	0.3	0
3.75	3750	4.687305	0	9.8	0.3	0.3	0.3	0
3.8	3800	4.679243	0	9.8	0.3	0.3	0.3	0
3.85	3850	4.671003	0	9.8	0.3	0.3	0.3	0
3.9	3900	4.662596	0	9.8	0.3	0.3	0.3	0
3.95	3950	4.654035	0	9.8	0.3	0.3	0.3	0
4	4000	4.64533	0	9.8	0.3	0.3	0.3	0
4.05	4050	4.636493	0	9.8	0.3	0.3	0.3	0
4.1	4100	4.627534	0	9.8	0.3	0.3	0.3	0
4.15	4150	4.618462	0	9.8	0.3	0.3	0.3	0
4.2	4200	4.609286	0	9.8	0.3	0.3	0.3	0
4.25	4250	4.600016	0	9.8	0.3	0.3	0.3	0
4.3	4300	4.590659	0	9.8	0.3	0.3	0.3	0
4.35	4350	4.581224	0	9.8	0.3	0.3	0.3	0
4.4	4400	4.571717	0	9.8	0.3	0.3	0.3	0
4.45	4450	4.562146	0	9.8	0.3	0.3	0.3	0
4.5	4500	4.552517	0	9.8	0.3	0.3	0.3	0
4.55	4550	4.542837	0	9.8	0.3	0.3	0.3	0
4.6	4600	4.533112	0	9.8	0.3	0.3	0.3	0
4.65	4650	4.523347	0	9.8	0.3	0.3	0.3	0
4.7	4700	4.513547	0	9.8	0.3	0.3	0.3	0
4.75	4750	4.503719	0	9.8	0.3	0.3	0.3	0
4.8	4800	4.493867	0	9.8	0.3	0.3	0.3	0
4.85	4850	4.483995	0	9.8	0.3	0.3	0.3	0
4.9	4900	4.474107	0	9.8	0.3	0.3	0.3	0
4.95	4950	4.464208	0	9.8	0.3	0.3	0.3	0
5	5000	4.454302	0	9.8	0.3	0.3	0.3	0
5.05	5050	4.444392	0	9.8	0.3	0.3	0.3	0
5.1	5100	4.434482	0	9.8	0.3	0.3	0.3	0
5.15	5150	4.424575	0	9.8	0.3	0.3	0.3	0
5.2	5200	4.414674	0	9.8	0.3	0.3	0.3	0
5.25	5250	4.404783	0	9.8	0.3	0.3	0.3	0
5.3	5300	4.394903	0	9.8	0.3	0.3	0.3	0
5.35	5350	4.385037	0	9.8	0.3	0.3	0.3	0
5.4	5400	4.375189	0	9.8	0.3	0.3	0.3	0
5.45	5450	4.36536	0	9.8	0.3	0.3	0.3	0
5.5	5500	4.355552	0	9.8	0.3	0.3	0.3	0
5.55	5550	4.345768	0	9.8	0.3	0.3	0.3	0
5.6	5600	4.336009	0	9.8	0.3	0.3	0.3	0
5.65	5650	4.326278	0	9.8	0.3	0.3	0.3	0
5.7	5700	4.316575	0	9.8	0.3	0.3	0.3	0
5.75	5750	4.306903	0	9.8	0.3	0.3	0.3	0
5.8	5800	4.297264	0	9.8	0.3	0.3	0.3	0
5.85	5850	4.287658	0	9.8	0.3	0.3	0.3	0
5.9	5900	4.278086	0	9.8	0.3	0.3	0.3	0
5.95	5950	4.268551	0	9.8	0.3	0.3	0.3	0
6	6000	4.259053	0	9.8	0.3	0.3	0.3	0
6.05	6050	4.249594	0	9.8	0.3	0.3	0.3	0
6.1	6100	4.240174	0	9.8	0.3	0.3	0.3	0
6.15	6150	4.230794	0	9.8	0.3	0.3	0.3	0
6.2	6200	4.221456	0	9.8	0.3	0.3	0.3	0
6.25	6250	4.21216	0	9.8	0.3	0.3	0.3	0
6.3	6300	4.202906	0	9.8	0.3	0.3	0.3	0
6.35	6350	4.193696	0	9.8	0.3	0.3	0.3	0
6.4	6400	4.18453	0	9.8	0.3	0.3	0.3	0
6.45	6450	4.175409	0	9.8	0.3	0.3	0.3	0
6.5	6500	4.166333	0	9.8	0.3	0.3	0.3	0
6.55	6550	4.157303	0	9.8	0.3	0.3	0.3	0
6.6	6600	4.148319	0	9.8	0.3	0.3	0.3	0
6.65	6650	4.139382	0	9.8	0.3	0.3	0.3	0
6.7	6700	4.130492	0	9.8	0.3	0.3	0.3	0
6.75	6750	4.121649	0	9.8	0.3	0.3	0.3	0
6.8	6800	4.112854	0	9.8	0.3	0.3	0.3	0
6.85	6850	4.104107	0	9.8	0.3	0.3	0.3	0
6.9	6900	4.095408	0	9.8	0.3	0.3	0.3	0
6.95	6950	4.086757	0	9.8	0.3	0.3	0.3	0
7	7000	4.078155	0	9.8	0.3	0.3	0.3	0
7.05	7050	4.069602	0	9.8	0.3	0.3	0.3	0
