0	0	1
50	0	1
100	0	1
150	0	1
200	0	1
250	0	1
300	0	1
350	0	1
400	0	1
450	0	1
500	0	1
550	0	1
600	0	1
650	0	1
700	0	1
750	0	1
800	0	1
850	0	1
900	0	1
950	0	1
1000	0	1
1050	0	1
1100	0	1
1150	0	1
1200	0	1
1250	0	1
1300	0	1
1350	0	1
1400	0	1
1450	0	1
1500	0	1
1550	0	1
1600	0	1
1650	0	1
1700	0	1
1750	0	1
1800	0	1
1850	0	1
1900	0	1
1950	0	1
2000	0	1
2050	0	1
2100	0	1
2150	0	1
2200	1	1
2250	1	1
2300	1	1
2350	1	1
2400	1	1
2450	1	1
2500	1	1
2550	1	1
2600	1	1
2650	1	1
2700	1	1
2750	1	1
2800	1	1
2850	1	1
2900	1	1
2950	1	1
3000	1	1
3050	1	1
3100	1	1
3150	1	1
3200	1	1
3250	1	1
3300	1	1
3350	1	1
3400	1	1
3450	1	1
3500	1	1
3550	1	1
3600	1	1
3650	1	1
3700	1	1
3750	1	1
3800	1	1
3850	1	1
3900	1	1
3950	1	1
4000	1	1
4050	2	1
4100	2	1
4150	2	1
4200	2	1
4250	2	1
4300	2	1
4350	2	1
4400	2	1
4450	2	1
4500	2	1
4550	2	1
4600	2	1
4650	2	1
4700	2	1
4750	2	1
4800	2	1
4850	2	1
4900	2	1
4950	2	1
5000	2	1
5050	2	1
5100	2	1
5150	2	1
5200	2	1
5250	2	1
5300	2	1
5350	2	1
5400	3	1
5450	3	1
5500	3	1
5550	3	1
5600	3	1
5650	3	1
5700	3	1
5750	3	1
5800	3	1
5850	3	1
5900	3	1
5950	3	1
6000	3	1
6050	3	1
6100	3	1
6150	3	1
6200	3	1
6250	3	1
6300	3	1
6350	3	1
6400	3	1
6450	3	1
6500	4	1
6550	4	1
6600	4	1
6650	4	1
6700	4	1
6750	4	1
6800	4	1
6850	4	1
6900	4	1
6950	4	1
7000	4	1
7050	4	1
7100	4	1
7150	4	1
7200	4	1
7250	4	1
7300	4	1
7350	4	1
7400	4	1
7450	4	1
7500	5	1
7550	5	1
7600	5	1
7650	5	1
7700	5	1
7750	5	1
7800	5	1
7850	5	1
7900	5	1
7950	5	1
8000	5	1
8050	5	1
8100	5	1
8150	5	1
8200	5	1
8250	5	1
8300	5	1
8350	6	1
8400	6	1
8450	6	1
8500	6	1
8550	6	1
8600	6	1
8650	6	1
8700	6	1
8750	6	1
8800	6	1
8850	6	1
8900	6	1
8950	6	1
9000	6	1
9050	6	1
9100	6	1
9150	6	1
9200	7	1
9250	7	1
9300	7	1
9350	7	1
9400	7	1
9450	7	1
9500	7	1
9550	7	1
9600	7	1
9650	7	1
9700	7	1
9750	7	1
9800	7	1
9850	7	1
9900	7	1
9950	8	1
10000	8	1
10050	8	1
10100	8	1
10150	8	1
10200	8	1
10250	8	1
10300	8	1
10350	8	1
10400	8	1
10450	8	1
10500	8	1
10550	8	1
10600	8	1
10650	8	1
10700	9	1
10750	9	1
10800	9	1
10850	9	1
10900	9	1
10950	9	1
11000	9	1
11050	9	1
11100	9	1
11150	9	1
11200	9	1
11250	9	1
11300	9	1
11350	10	1
11400	10	1
11450	10	1
11500	10	1
11550	10	1
11600	10	1
11650	10	1
11700	10	1
11750	10	1
11800	10	1
11850	10	1
11900	10	1
11950	10	1
12000	10	1
12050	11	1
12100	11	1
12150	11	1
12200	11	1
12250	11	1
12300	11	1
12350	11	1
12400	11	1
12450	11	1
12500	11	1
12550	11	1
12600	11	1
12650	12	1
12700	12	1
12750	12	1
12800	12	1
12850	12	1
12900	12	1
12950	12	1
13000	12	1
13050	12	1
13100	12	1
13150	12	1
13200	12	1
13250	13	1
13300	13	1
13350	13	1
13400	13	1
13450	13	1
13500	13	1
13550	13	1
13600	13	1
13650	13	1
13700	13	1
13750	13	1
13800	13	1
13850	14	1
13900	14	1
13950	14	1
14000	14	1
14050	14	1
14100	14	1
14150	14	1
14200	14	1
14250	14	1
14300	14	1
14350	14	1
14400	15	1
14450	15	1
14500	15	1
14550	15	1
14600	15	1
14650	15	1
14700	15	1
14750	15	1
14800	15	1
14850	15	1
14900	15	1
14950	16	1
15000	16	1
15050	16	1
15100	16	1
15150	16	1
15200	16	1
15250	16	1
15300	16	1
15350	16	1
15400	16	1
15450	16	1
15500	17	1
15550	17	1
15600	17	1
15650	17	1
15700	17	1
15750	17	1
15800	17	1
15850	17	1
15900	17	1
15950	17	1
16000	17	1
16050	18	1
16100	18	1
16150	18	1
16200	18	1
16250	18	1
16300	18	1
16350	18	1
16400	18	1
16450	18	1
16500	18	1
16550	19	1
16600	19	1
16650	19	1
16700	19	1
16750	19	1
16800	19	1
16850	19	1
16900	19	1
16950	19	1
17000	19	1
17050	20	1
17100	20	1
17150	20	1
17200	20	1
17250	20	1
17300	20	1
17350	20	1
17400	20	1
17450	20	1
17500	20	1
17550	21	1
17600	21	1
17650	21	1
17700	21	1
17750	21	1
17800	21	1
17850	21	1
17900	21	1
17950	21	1
18000	22	1
18050	22	1
18100	22	1
18150	22	1
18200	22	1
18250	22	1
18300	22	1
18350	22	1
18400	22	1
18450	22	1
18500	23	1
18550	23	1
18600	23	1
18650	23	1
18700	23	1
18750	23	1
18800	23	1
18850	23	1
18900	23	1
18950	24	1
19000	24	1
19050	24	1
19100	24	1
19150	24	1
19200	24	1
19250	24	1
19300	24	1
19350	24	1
19400	25	1
19450	25	1
19500	25	1
19550	25	1
19600	25	1
19650	25	1
19700	25	1
19750	25	1
19800	25	1
19850	26	1
19900	26	1
19950	26	1
20000	26	1
20050	26	1
20100	26	1
20150	26	1
20200	26	1
20250	26	1
20300	27	1
20350	27	1
20400	27	1
20450	27	1
20500	27	1
20550	27	1
20600	27	1
20650	27	1
20700	27	1
20750	28	1
20800	28	1
20850	28	1
20900	28	1
20950	28	1
21000	28	1
21050	28	1
21100	28	1
21150	28	1
21200	29	1
21250	29	1
21300	29	1
21350	29	1
21400	29	1
21450	29	1
21500	29	1
21550	29	1
21600	29	1
21650	30	1
21700	30	1
21750	30	1
21800	30	1
21850	30	1
21900	30	1
21950	30	1
22000	30	1
22050	30	1
22100	31	1
22150	31	1
22200	31	1
22250	31	1
22300	31	1
22350	31	1
22400	31	1
22450	31	1
22500	31	1
22550	32	1
22600	32	1
22650	32	1
22700	32	1
22750	32	1
22800	32	1
22850	32	1
22900	32	1
22950	32	1
23000	32	1
23050	33	1
23100	33	1
23150	33	1
23200	33	1
23250	33	1
23300	33	1
23350	33	1
23400	33	1
23450	33	1
23500	33	1
23550	34	1
23600	34	1
23650	34	1
23700	34	1
23750	34	1
23800	34	1
23850	34	1
23900	34	1
23950	34	1
24000	34	1
24050	34	1
24100	34	1
24150	35	1
24200	35	1
24250	35	1
24300	35	1
24350	35	1
24400	35	1
24450	35	1
24500	35	1
24550	35	1
24600	35	1
24650	35	1
24700	35	1
24750	36	1
24800	36	1
24850	36	1
24900	36	1
24950	36	1
25000	36	1
25050	36	1
25100	36	1
25150	36	1
25200	36	1
25250	36	1
25300	36	1
25350	36	1
25400	36	1
25450	36	1
25500	37	1
25550	37	1
25600	37	1
25650	37	1
25700	37	1
25750	37	1
25800	37	1
25850	37	1
25900	37	1
25950	37	1
26000	37	1
26050	37	1
26100	37	1
26150	37	1
26200	37	1
26250	37	1
26300	37	1
26350	37	1
26400	37	1
26450	38	1
26500	38	1
26550	38	1
26600	38	1
26650	38	1
26700	38	1
26750	38	1
26800	38	1
26850	38	1
26900	38	1
26950	38	1
27000	38	1
27050	38	1
27100	38	1
27150	38	1
27200	38	1
27250	38	1
27300	38	1
27350	38	1
27400	38	1
27450	38	1
27500	38	1
27550	38	1
27600	38	1
27650	38	1
27700	38	1
27750	38	1
27800	38	1
27850	38	1
27900	38	1
27950	38	1
28000	38	1
28050	38	1
28100	38	1
28150	38	1
28200	38	1
28250	38	1
28300	38	1
28350	38	1
