0	-0.017301	0	9.8	1	1	1	1
50	-0.19456	0	9.8	1	1	1	1
100	-0.374647	0	9.8	1	1	1	1
150	-0.557297	0	9.8	1	1	1	1
200	-0.742245	0	9.8	1	1	1	1
250	-0.929228	0	9.8	1	1	1	1
300	-1.117989	0	9.8	1	1	1	1
350	-1.308275	0	9.8	1	1	1	1
400	-1.499839	0	9.8	1	1	1	1
450	-1.692439	0	9.8	1	1	1	1
500	-1.885844	0	9.8	1	1	1	1
550	-2.079829	0	9.8	1	1	1	1
600	-2.274176	0	9.8	1	1	1	1
650	-2.468678	0	9.8	1	1	1	1
700	-2.663137	0	9.8	1	1	1	1
750	-2.857363	0	9.8	1	1	1	1
800	-3.051176	0	9.8	1	1	1	1
850	-3.244405	0	9.8	1	1	1	1
900	-3.436886	0	9.8	1	1	1	1
950	-3.628468	0	9.8	1	1	1	1
1000	-3.819004	0	9.8	1	1	1	1
1050	-4.008358	0	9.8	1	1	1	1
1100	-4.1964	0	9.8	1	1	1	1
1150	-4.38301	0	9.8	1	1	1	1
1200	-4.568071	0	9.8	1	1	1	1
1250	-4.751477	0	9.8	1	1	1	1
1300	-4.933125	0	9.8	1	1	1	1
1350	-5.112918	0	9.8	1	1	1	1
1400	-5.291059	0	9.8	1	1	1	1
1450	-5.466574	0	9.8	1	1	1	1
1500	-5.64027	0	9.8	1	1	1	1
1550	-5.81177	0	9.8	1	1	1	1
1600	-5.980995	0	9.8	1	1	1	1
1650	-6.147873	0	9.8	1	1	1	1
1700	-6.312331	0	9.8	1	1	1	1
1750	-6.474296	0	9.8	1	1	1	1
1800	-6.633698	0	9.8	1	1	1	1
1850	-6.790468	0	9.8	1	1	1	1
1900	-6.944535	0	9.8	1	1	1	1
1950	-7.095827	0	9.8	1	1	1	1
2000	-7.244273	0	9.8	1	1	1	1
2050	-7.389798	0	9.8	1	1	1	1
2100	-7.532326	0	9.8	1	1	1	1
2150	-7.671778	0	9.8	1	1	1	1
2200	-7.808073	0	9.8	1	1	1	1
2250	-7.941126	0	9.8	1	1	1	1
2300	-8.070847	0	9.8	1	1	1	1
2350	-8.197145	0	9.8	1	1	1	1
2400	-8.31992	0	9.8	1	1	1	1
2450	-8.43907	0	9.8	1	1	1	1
2500	-8.554489	0	9.8	1	1	1	1
2550	-8.666064	0	9.8	1	1	1	1
2600	-8.773677	0	9.8	1	1	1	1
2650	-8.877204	0	9.8	1	1	1	1
2700	-8.976518	0	9.8	1	1	1	1
2750	-9.071484	0	9.8	1	1	1	1
2800	-9.161964	0	9.8	1	1	1	1
2850	-9.247816	0	9.8	1	1	1	1
2900	-9.328893	0	9.8	1	1	1	1
2950	-9.405046	0	9.8	1	1	1	1
3000	-9.476124	0	9.8	1	1	1	1
3050	-9.541974	0	9.8	1	1	1	1
3100	-9.602447	0	9.8	1	1	1	1
3150	-9.657394	0	9.8	1	1	1	1
3200	-9.706675	0	9.8	1	1	1	1
3250	-9.751203	0	9.8	1	1	1	1
3300	-9.795863	0	9.8	1	1	1	1
3350	-9.841305	0	9.8	1	1	1	1
3400	-9.887552	0	9.8	1	1	1	1
3450	-9.934627	0	9.8	1	1	1	1
3500	-9.982553	0	9.8	1	1	1	1
3550	-10.031355	0	9.8	1	1	1	1
3600	-10.081059	0	9.8	1	1	1	1
3650	-10.131691	0	9.8	1	1	1	1
3700	-10.18328	0	9.8	1	1	1	1
3750	-10.235854	0	9.8	1	1	1	1
3800	-10.289444	0	9.8	1	1	1	1
3850	-10.344081	0	9.8	1	1	1	1
3900	-10.399797	0	9.8	1	1	1	1
3950	-10.456627	0	9.8	1	1	1	1
4000	-10.514606	0	9.8	1	1	1	1
4050	-10.573772	0	9.8	1	1	1	1
4100	-10.634162	0	9.8	1	1	1	1
4150	-10.695817	0	9.8	1	1	1	1
4200	-10.758779	0	9.8	1	1	1	1
4250	-10.823093	0	9.8	1	1	1	1
4300	-10.888803	0	9.8	1	1	1	1
4350	-10.955959	0	9.8	1	1	1	1
4400	-11.02461	0	9.8	1	1	1	1
4450	-11.094808	0	9.8	1	1	1	1
4500	-11.16661	0	9.8	1	1	1	1
4550	-11.240071	0	9.8	1	1	1	1
4600	-11.315253	0	9.8	1	1	1	1
4650	-11.392219	0	9.8	1	1	1	1
4700	-11.471035	0	9.8	1	1	1	1
4750	-11.551769	0	9.8	1	1	1	1
4800	-11.634495	0	9.8	1	1	1	1
4850	-11.719289	0	9.8	1	1	1	1
4900	-11.806232	0	9.8	1	1	1	1
4950	-11.895406	0	9.8	1	1	1	1
5000	-11.986901	0	9.8	1	1	1	1
5050	-12.080809	0	9.8	1	1	1	1
5100	-12.177227	0	9.8	1	1	1	1
5150	-12.276257	0	9.8	1	1	1	1
5200	-12.378008	0	9.8	1	1	1	1
5250	-12.482591	0	9.8	1	1	1	1
5300	-12.590126	0	9.8	1	1	1	1
5350	-12.700736	0	9.8	1	1	1	1
5400	-12.814554	0	9.8	1	1	1	1
5450	-12.931716	0	9.8	1	1	1	1
5500	-13.052367	0	9.8	1	1	1	1
5550	-13.176659	0	9.8	1	1	1	1
5600	-13.30475	0	9.8	1	1	1	1
5650	-13.436807	0	9.8	1	1	1	1
5700	-13.573005	0	9.8	1	1	1	1
5750	-13.713527	0	9.8	1	1	1	1
5800	-13.858564	0	9.8	1	1	1	1
5850	-14.008315	0	9.8	1	1	1	1
5900	-14.162989	0	9.8	1	1	1	1
5950	-14.322803	0	9.8	1	1	1	1
6000	-14.487983	0	9.8	1	1	1	1
6050	-14.658765	0	9.8	1	1	1	1
6100	-14.835393	0	9.8	1	1	1	1
6150	-15.018124	0	9.8	1	1	1	1
6200	-15.207227	0	9.8	1	1	1	1
