0	27	1
50	27	1
100	27	1
150	27	1
200	27	1
250	28	1
300	28	1
350	28	1
400	28	1
450	28	1
500	28	1
550	28	1
600	28	1
650	29	1
700	29	1
750	29	1
800	29	1
850	29	1
900	29	1
950	29	1
1000	29	1
1050	29	1
1100	30	1
1150	30	1
1200	30	1
1250	30	1
1300	30	1
1350	30	1
1400	30	1
1450	30	1
1500	30	1
1550	31	1
1600	31	1
1650	31	1
1700	31	1
1750	31	1
1800	31	1
1850	31	1
1900	31	1
1950	31	1
2000	32	1
2050	32	1
2100	32	1
2150	32	1
2200	32	1
2250	32	1
2300	32	1
2350	32	1
2400	32	1
2450	32	1
2500	33	1
2550	33	1
2600	33	1
2650	33	1
2700	33	1
2750	33	1
2800	33	1
2850	33	1
2900	33	1
2950	33	1
3000	34	1
3050	34	1
3100	34	1
3150	34	1
3200	34	1
3250	34	1
3300	34	1
3350	34	1
3400	34	1
3450	34	1
3500	34	1
3550	34	1
3600	35	1
3650	35	1
3700	35	1
3750	35	1
3800	35	1
3850	35	1
3900	35	1
3950	35	1
4000	35	1
4050	35	1
4100	35	1
4150	35	1
4200	35	1
4250	36	1
4300	36	1
4350	36	1
4400	36	1
4450	36	1
4500	36	1
4550	36	1
4600	36	1
4650	36	1
4700	36	1
4750	36	1
4800	36	1
4850	36	1
4900	36	1
4950	36	1
5000	37	1
5050	37	1
5100	37	1
5150	37	1
5200	37	1
5250	37	1
5300	37	1
5350	37	1
5400	37	1
5450	37	1
5500	37	1
5550	37	1
5600	37	1
5650	37	1
5700	37	1
5750	37	1
5800	37	1
5850	37	1
5900	37	1
5950	37	1
6000	37	1
6050	37	1
6100	38	1
6150	38	1
6200	38	1
6250	38	1
6300	38	1
6350	38	1
6400	38	1
6450	38	1
6500	38	1
6550	38	1
6600	38	1
6650	38	1
6700	38	1
6750	38	1
6800	38	1
6850	38	1
6900	38	1
6950	38	1
7000	38	1
7050	38	1
7100	38	1
7150	38	1
7200	38	1
7250	38	1
7300	38	1
7350	38	1
7400	38	1
